customer_id,city,signup_date,age_group,loyalty_tier
C02461,Chennai,2025-08-04,18-25,Silver
C02462,Mumbai,2026-01-13,18-25,Silver
C02463,Delhi,2024-05-19,36-45,Silver
C02464,Bangalore,2025-03-29,26-35,Silver
C02465,Bangalore,2025-06-29,46-60,Gold
C02466,Mumbai,2025-08-22,46-60,Gold
C02467,Hyderabad,2026-01-31,46-60,Silver
C02468,Bangalore,2025-08-10,18-25,Silver
C02469,Bangalore,2025-01-25,18-25,Silver
C02470,Hyderabad,2025-09-21,36-45,Silver
C02471,Delhi,2024-12-24,46-60,Silver
C02472,Mumbai,2025-05-16,26-35,Gold
C02473,Hyderabad,2025-06-08,26-35,Platinum
C02474,Hyderabad,2025-11-12,26-35,Silver
C02475,Hyderabad,2026-01-01,26-35,Gold
C02476,Chennai,2026-04-27,46-60,Gold
C02477,Hyderabad,2026-02-06,26-35,Platinum
C02478,Chennai,2026-03-06,36-45,Silver
C02479,Delhi,2024-07-30,18-25,Gold
C02480,Bangalore,2024-08-03,26-35,Silver
C02481,Chennai,2025-09-12,18-25,Gold
C02482,Chennai,2025-11-20,26-35,Gold
C02483,Chennai,2025-06-01,26-35,Gold
C02484,Bangalore,2026-04-12,46-60,Gold
C02485,Chennai,2024-06-08,36-45,Platinum
C02486,Bangalore,2026-02-19,18-25,Silver
C02487,Bangalore,2025-12-01,46-60,Silver
C02488,Bangalore,2025-12-24,46-60,Platinum
C02489,Delhi,2026-05-10,18-25,Silver
C02490,Mumbai,2026-02-01,26-35,Platinum
C02491,Chennai,2025-10-14,46-60,Silver
C02492,Delhi,2024-07-05,26-35,Gold
C02493,Hyderabad,2024-08-19,46-60,Gold
C02494,Chennai,2026-02-17,36-45,Platinum
C02495,Delhi,2026-02-17,36-45,Silver
C02496,Mumbai,2025-11-07,46-60,Gold
C02497,Hyderabad,2025-10-17,36-45,Gold
C02498,Hyderabad,2025-09-11,18-25,Platinum
C02499,Bangalore,2025-01-31,26-35,Silver
C02500,Mumbai,2024-07-05,18-25,Silver
C02501,Bangalore,2025-10-30,26-35,Silver
C02502,Mumbai,2026-04-05,18-25,Silver
C02503,Chennai,2025-06-12,36-45,Silver
C02504,Bangalore,2025-09-14,36-45,Silver
C02505,Chennai,2026-03-17,18-25,Gold
C02506,Bangalore,2026-03-31,36-45,Silver
C02507,Hyderabad,2025-01-26,18-25,Silver
C02508,Hyderabad,2024-11-06,18-25,Gold
C02509,Delhi,2024-10-25,36-45,Gold
C02510,Delhi,2024-10-24,26-35,Silver
C02511,Hyderabad,2024-10-14,18-25,Platinum
C02512,Bangalore,2025-11-09,26-35,Silver
C02513,Mumbai,2024-10-04,26-35,Gold
C02514,Delhi,2026-05-04,36-45,Silver
C02515,Mumbai,2024-11-28,46-60,Silver
C02516,Delhi,2024-12-23,18-25,Silver
C02517,Hyderabad,2024-08-13,36-45,Silver
C02518,Bangalore,2026-04-10,46-60,Silver
C02519,Chennai,2025-06-07,36-45,Silver
C02520,Mumbai,2026-03-31,26-35,Silver
C02521,Hyderabad,2025-07-05,36-45,Gold
C02522,Delhi,2025-08-09,36-45,Silver
C02523,Hyderabad,2025-09-13,18-25,Gold
C02524,Bangalore,2024-12-29,36-45,Silver
C02525,Mumbai,2024-10-31,46-60,Silver
C02526,Bangalore,2024-11-16,36-45,Silver
C02527,Delhi,2024-12-31,46-60,Gold
C02528,Bangalore,2024-09-24,26-35,Platinum
C02529,Delhi,2026-03-31,18-25,Silver
C02530,Delhi,2024-12-09,26-35,Silver
C02531,Delhi,2026-03-06,18-25,Silver
C02532,Mumbai,2025-12-05,18-25,Gold
C02533,Mumbai,2026-01-23,18-25,Silver
C02534,Mumbai,2025-09-20,18-25,Silver
C02535,Delhi,2025-01-19,18-25,Silver
C02536,Bangalore,2026-01-11,18-25,Gold
C02537,Delhi,2025-08-15,36-45,Platinum
C02538,Hyderabad,2025-01-06,26-35,Gold
C02539,Hyderabad,2026-03-19,26-35,Platinum
C02540,Chennai,2025-11-24,18-25,Gold
C02541,Hyderabad,2026-01-22,46-60,Silver
C02542,Delhi,2026-02-08,36-45,Silver
C02543,Bangalore,2025-10-12,18-25,Silver
C02544,Bangalore,2024-08-08,46-60,Silver
C02545,Bangalore,2024-12-30,26-35,Gold
C02546,Delhi,2025-01-05,18-25,Gold
C02547,Delhi,2025-01-30,18-25,Silver
C02548,Hyderabad,2026-05-15,18-25,Silver
C02549,Bangalore,2026-02-16,46-60,Silver
C02550,Chennai,2024-06-13,36-45,Platinum
C02551,Hyderabad,2025-04-01,26-35,Silver
C02552,Hyderabad,2025-11-21,36-45,Gold
C02553,Mumbai,2025-06-08,26-35,Silver
C02554,Hyderabad,2025-06-07,46-60,Gold
C02555,Chennai,2025-11-02,26-35,Silver
C02556,Hyderabad,2026-03-21,26-35,Gold
C02557,Hyderabad,2024-08-24,26-35,Platinum
C02558,Delhi,2025-04-22,26-35,Silver
C02559,Hyderabad,2026-03-27,36-45,Silver
C02560,Mumbai,2026-04-10,46-60,Silver
C02561,Mumbai,2026-04-14,36-45,Platinum
C02562,Chennai,2025-07-26,46-60,Gold
C02563,Chennai,2025-07-04,36-45,Silver
C02564,Hyderabad,2025-08-31,36-45,Gold
C02565,Chennai,2025-12-22,46-60,Gold
C02566,Bangalore,2024-06-01,36-45,Platinum
C02567,Bangalore,2025-10-25,46-60,Silver
C02568,Hyderabad,2025-04-24,36-45,Silver
C02569,Mumbai,2026-01-16,18-25,Silver
C02570,Chennai,2025-03-30,26-35,Silver
C02571,Chennai,2024-09-28,46-60,Silver
C02572,Mumbai,2025-05-13,36-45,Silver
C02573,Hyderabad,2024-10-27,18-25,Silver
C02574,Mumbai,2026-05-13,46-60,Gold
C02575,Hyderabad,2026-04-20,26-35,Gold
C02576,Mumbai,2025-12-11,18-25,Platinum
C02577,Chennai,2025-03-31,18-25,Silver
C02578,Delhi,2025-09-29,18-25,Gold
C02579,Mumbai,2025-11-19,46-60,Silver
C02580,Bangalore,2025-05-29,46-60,Platinum
C02581,Bangalore,2026-02-04,26-35,Platinum
C02582,Hyderabad,2025-03-16,26-35,Silver
C02583,Chennai,2024-06-17,36-45,Gold
C02584,Delhi,2025-01-24,18-25,Silver
C02585,Mumbai,2025-03-24,46-60,Gold
C02586,Chennai,2026-02-06,18-25,Silver
C02587,Hyderabad,2026-01-03,18-25,Silver
C02588,Delhi,2026-05-11,36-45,Silver
C02589,Bangalore,2024-06-13,46-60,Silver
C02590,Hyderabad,2024-09-18,26-35,Silver
C02591,Hyderabad,2025-08-05,46-60,Silver
C02592,Chennai,2025-08-16,26-35,Platinum
C02593,Chennai,2026-03-25,36-45,Gold
C02594,Hyderabad,2025-11-22,46-60,Silver
C02595,Bangalore,2025-09-23,18-25,Gold
C02596,Mumbai,2025-07-10,18-25,Silver
C02597,Bangalore,2026-04-24,46-60,Platinum
C02598,Chennai,2024-12-30,18-25,Gold
C02599,Mumbai,2025-08-13,46-60,Gold
C02600,Bangalore,2026-02-20,26-35,Silver
C02601,Delhi,2025-04-21,18-25,Gold
C02602,Hyderabad,2026-03-15,18-25,Gold
C02603,Chennai,2024-12-14,36-45,Silver
C02604,Bangalore,2024-06-22,18-25,Gold
C02605,Mumbai,2026-04-16,46-60,Silver
C02606,Bangalore,2025-01-24,26-35,Silver
C02607,Bangalore,2025-01-08,18-25,Gold
C02608,Bangalore,2025-08-16,36-45,Gold
C02609,Mumbai,2025-05-10,36-45,Silver
C02610,Chennai,2025-12-22,26-35,Silver
C02611,Chennai,2024-07-18,36-45,Silver
C02612,Chennai,2025-04-16,36-45,Gold
C02613,Delhi,2024-12-22,26-35,Platinum
C02614,Delhi,2024-08-26,26-35,Silver
C02615,Mumbai,2025-02-16,26-35,Silver
C02616,Delhi,2024-12-17,36-45,Gold
C02617,Bangalore,2025-10-23,36-45,Silver
C02618,Hyderabad,2024-06-18,18-25,Silver
C02619,Hyderabad,2026-02-04,36-45,Silver
C02620,Delhi,2025-08-03,26-35,Gold
C02621,Chennai,2025-10-16,26-35,Gold
C02622,Delhi,2025-11-17,26-35,Gold
C02623,Hyderabad,2025-12-30,36-45,Gold
C02624,Chennai,2024-08-09,18-25,Silver
C02625,Mumbai,2024-05-20,36-45,Silver
C02626,Chennai,2025-11-03,46-60,Silver
C02627,Hyderabad,2024-08-03,46-60,Silver
C02628,Mumbai,2025-11-25,18-25,Platinum
C02629,Delhi,2024-11-22,36-45,Silver
C02630,Chennai,2026-01-13,46-60,Silver
C02631,Chennai,2024-05-26,36-45,Silver
C02632,Hyderabad,2025-10-06,18-25,Gold
C02633,Bangalore,2025-05-10,46-60,Gold
C02634,Delhi,2024-12-30,26-35,Silver
C02635,Chennai,2025-07-11,46-60,Silver
C02636,Delhi,2025-08-02,18-25,Silver
C02637,Bangalore,2026-02-12,36-45,Gold
C02638,Delhi,2025-01-09,18-25,Silver
C02639,Hyderabad,2024-07-05,18-25,Silver
C02640,Chennai,2026-01-26,26-35,Silver
C02641,Mumbai,2024-09-17,18-25,Gold
C02642,Mumbai,2026-02-21,18-25,Silver
C02643,Delhi,2025-04-22,26-35,Silver
C02644,Bangalore,2025-10-15,46-60,Silver
C02645,Mumbai,2026-01-01,26-35,Silver
C02646,Mumbai,2024-09-16,46-60,Gold
C02647,Chennai,2024-10-15,26-35,Silver
C02648,Chennai,2025-12-23,26-35,Silver
C02649,Bangalore,2026-01-10,46-60,Silver
C02650,Hyderabad,2024-10-12,18-25,Silver
C02651,Mumbai,2026-05-09,26-35,Silver
C02652,Delhi,2024-07-12,18-25,Platinum
C02653,Bangalore,2026-03-05,18-25,Silver
C02654,Delhi,2025-05-31,18-25,Silver
C02655,Chennai,2025-02-27,46-60,Gold
C02656,Hyderabad,2024-06-14,46-60,Silver
C02657,Mumbai,2026-05-12,36-45,Gold
C02658,Mumbai,2025-07-12,36-45,Gold
C02659,Bangalore,2025-01-05,26-35,Silver
C02660,Bangalore,2024-07-03,46-60,Silver
C02661,Chennai,2024-11-04,46-60,Silver
C02662,Hyderabad,2024-06-05,46-60,Silver
C02663,Bangalore,2026-01-10,26-35,Silver
C02664,Delhi,2025-09-06,46-60,Silver
C02665,Hyderabad,2025-08-05,18-25,Silver
C02666,Chennai,2024-08-10,36-45,Silver
C02667,Bangalore,2025-08-30,36-45,Gold
C02668,Chennai,2025-07-05,26-35,Silver
C02669,Delhi,2024-07-12,46-60,Gold
C02670,Mumbai,2024-11-24,36-45,Silver
C02671,Mumbai,2025-09-01,46-60,Gold
C02672,Delhi,2026-04-04,18-25,Silver
C02673,Bangalore,2024-10-19,46-60,Silver
C02674,Hyderabad,2025-02-17,26-35,Platinum
C02675,Mumbai,2024-05-18,36-45,Gold
C02676,Hyderabad,2024-10-01,18-25,Silver
C02677,Bangalore,2024-12-26,46-60,Silver
C02678,Hyderabad,2025-06-04,36-45,Silver
C02679,Chennai,2024-07-05,46-60,Silver
C02680,Bangalore,2024-07-17,18-25,Silver
C02681,Mumbai,2025-01-16,36-45,Silver
C02682,Delhi,2024-11-18,36-45,Silver
C02683,Chennai,2024-11-12,36-45,Silver
C02684,Bangalore,2025-10-26,36-45,Gold
C02685,Chennai,2025-12-04,18-25,Silver
C02686,Chennai,2026-04-22,18-25,Silver
C02687,Chennai,2025-02-17,26-35,Silver
C02688,Hyderabad,2025-05-31,18-25,Silver
C02689,Mumbai,2024-10-18,18-25,Silver
C02690,Chennai,2025-11-07,18-25,Silver
C02691,Chennai,2025-11-13,18-25,Platinum
C02692,Bangalore,2024-05-17,36-45,Gold
C02693,Mumbai,2026-04-21,36-45,Platinum
C02694,Bangalore,2024-09-06,46-60,Silver
C02695,Mumbai,2025-01-10,36-45,Silver
C02696,Chennai,2025-09-19,36-45,Silver
C02697,Mumbai,2026-05-15,46-60,Silver
C02698,Delhi,2024-12-14,18-25,Silver
C02699,Chennai,2026-05-07,36-45,Silver
C02700,Mumbai,2025-01-15,18-25,Silver
C02701,Hyderabad,2026-02-03,46-60,Silver
C02702,Mumbai,2026-03-30,18-25,Silver
C02703,Hyderabad,2025-03-23,46-60,Gold
C02704,Bangalore,2025-01-30,46-60,Gold
C02705,Mumbai,2025-06-23,36-45,Silver
C02706,Bangalore,2025-06-17,36-45,Silver
C02707,Hyderabad,2025-06-03,26-35,Silver
C02708,Bangalore,2024-07-28,18-25,Silver
C02709,Delhi,2025-08-11,18-25,Gold
C02710,Delhi,2026-05-04,36-45,Silver
C02711,Hyderabad,2024-12-19,26-35,Gold
C02712,Hyderabad,2024-10-10,18-25,Silver
C02713,Delhi,2026-03-30,36-45,Gold
C02714,Mumbai,2025-04-04,36-45,Gold
C02715,Delhi,2024-10-05,26-35,Silver
C02716,Mumbai,2026-03-16,26-35,Gold
C02717,Delhi,2024-09-16,18-25,Silver
C02718,Mumbai,2026-02-25,46-60,Silver
C02719,Delhi,2026-02-22,36-45,Gold
C02720,Delhi,2026-01-07,18-25,Gold
C02721,Hyderabad,2026-02-16,18-25,Gold
C02722,Hyderabad,2024-05-31,36-45,Platinum
C02723,Chennai,2024-07-19,26-35,Gold
C02724,Delhi,2025-12-02,36-45,Silver
C02725,Chennai,2024-09-07,18-25,Gold
C02726,Chennai,2025-01-23,36-45,Gold
C02727,Mumbai,2025-11-13,26-35,Silver
C02728,Mumbai,2025-10-28,26-35,Gold
C02729,Delhi,2025-10-18,26-35,Silver
C02730,Bangalore,2025-02-09,18-25,Silver
C02731,Bangalore,2025-11-19,18-25,Silver
C02732,Delhi,2024-08-18,18-25,Silver
C02733,Mumbai,2025-10-20,36-45,Silver
C02734,Hyderabad,2024-09-26,36-45,Gold
C02735,Chennai,2025-04-01,36-45,Silver
C02736,Chennai,2025-09-23,18-25,Gold
C02737,Hyderabad,2024-10-27,26-35,Silver
C02738,Mumbai,2025-07-11,26-35,Gold
C02739,Mumbai,2024-09-27,46-60,Silver
C02740,Hyderabad,2025-06-10,46-60,Silver
C02741,Mumbai,2025-11-16,18-25,Silver
C02742,Chennai,2025-07-19,36-45,Gold
C02743,Hyderabad,2025-11-29,18-25,Silver
C02744,Bangalore,2025-03-20,26-35,Silver
C02745,Chennai,2025-10-15,26-35,Silver
C02746,Mumbai,2025-05-28,46-60,Silver
C02747,Chennai,2025-11-19,26-35,Platinum
C02748,Chennai,2025-07-18,18-25,Gold
C02749,Chennai,2024-08-01,18-25,Silver
C02750,Mumbai,2024-11-26,18-25,Gold
C02751,Chennai,2025-05-27,36-45,Platinum
C02752,Bangalore,2024-10-04,46-60,Silver
C02753,Bangalore,2024-08-19,36-45,Silver
C02754,Mumbai,2025-07-30,36-45,Silver
C02755,Hyderabad,2024-07-05,46-60,Silver
C02756,Bangalore,2025-10-12,46-60,Gold
C02757,Bangalore,2024-07-19,36-45,Silver
C02758,Chennai,2025-07-24,18-25,Silver
C02759,Delhi,2025-11-01,18-25,Silver
C02760,Bangalore,2025-04-10,26-35,Gold
C02761,Delhi,2025-02-20,36-45,Silver
C02762,Hyderabad,2024-06-11,46-60,Silver
C02763,Bangalore,2026-03-27,46-60,Gold
C02764,Chennai,2024-05-27,46-60,Silver
C02765,Bangalore,2024-10-07,36-45,Silver
C02766,Bangalore,2025-03-16,46-60,Silver
C02767,Delhi,2025-08-24,46-60,Silver
C02768,Mumbai,2026-01-23,46-60,Silver
C02769,Hyderabad,2025-01-12,18-25,Silver
C02770,Hyderabad,2025-01-09,26-35,Silver
C02771,Bangalore,2024-05-21,26-35,Silver
C02772,Delhi,2025-11-28,18-25,Platinum
C02773,Bangalore,2026-04-02,18-25,Silver
C02774,Delhi,2025-12-24,46-60,Silver
C02775,Bangalore,2025-03-09,26-35,Gold
C02776,Bangalore,2024-10-12,26-35,Gold
C02777,Mumbai,2025-03-01,46-60,Silver
C02778,Bangalore,2024-11-06,26-35,Silver
C02779,Delhi,2025-09-06,18-25,Platinum
C02780,Hyderabad,2024-07-24,18-25,Silver
C02781,Delhi,2024-09-21,26-35,Silver
C02782,Delhi,2025-09-18,26-35,Silver
C02783,Hyderabad,2025-06-21,46-60,Silver
C02784,Chennai,2025-01-24,36-45,Silver
C02785,Chennai,2024-07-09,26-35,Silver
C02786,Bangalore,2024-07-11,46-60,Silver
C02787,Chennai,2025-03-17,46-60,Silver
C02788,Delhi,2025-09-17,18-25,Gold
C02789,Delhi,2024-06-05,18-25,Silver
C02790,Mumbai,2024-07-03,26-35,Gold
C02791,Bangalore,2025-07-07,46-60,Silver
C02792,Delhi,2025-01-13,18-25,Silver
C02793,Hyderabad,2026-01-10,46-60,Silver
C02794,Mumbai,2025-04-25,46-60,Silver
C02795,Delhi,2025-06-20,46-60,Gold
C02796,Hyderabad,2025-03-28,26-35,Platinum
C02797,Mumbai,2025-09-05,36-45,Silver
C02798,Hyderabad,2024-09-15,26-35,Gold
C02799,Mumbai,2025-10-27,46-60,Silver
C02800,Bangalore,2025-06-26,26-35,Silver
C02801,Chennai,2024-11-02,36-45,Silver
C02802,Hyderabad,2024-08-24,36-45,Gold
C02803,Chennai,2024-07-27,26-35,Silver
C02804,Mumbai,2024-07-04,26-35,Silver
C02805,Hyderabad,2025-06-24,46-60,Gold
C02806,Bangalore,2026-04-20,36-45,Silver
C02807,Mumbai,2024-07-08,36-45,Platinum
C02808,Bangalore,2025-03-01,46-60,Silver
C02809,Bangalore,2025-02-13,18-25,Gold
C02810,Chennai,2024-07-06,26-35,Gold
C02811,Delhi,2026-02-01,18-25,Silver
C02812,Delhi,2025-02-04,26-35,Gold
C02813,Bangalore,2025-07-11,26-35,Gold
C02814,Hyderabad,2025-06-09,36-45,Silver
C02815,Chennai,2025-10-26,46-60,Silver
C02816,Mumbai,2024-09-18,18-25,Silver
C02817,Hyderabad,2025-06-16,46-60,Gold
C02818,Bangalore,2026-04-18,36-45,Gold
C02819,Bangalore,2026-04-27,18-25,Silver
C02820,Mumbai,2025-12-10,26-35,Gold
C02821,Chennai,2025-11-13,36-45,Silver
C02822,Delhi,2024-10-11,46-60,Silver
C02823,Delhi,2024-11-12,46-60,Gold
C02824,Chennai,2024-07-03,36-45,Silver
C02825,Mumbai,2025-11-04,46-60,Gold
C02826,Hyderabad,2024-10-06,36-45,Silver
C02827,Chennai,2024-12-14,36-45,Gold
C02828,Hyderabad,2024-05-18,46-60,Silver
C02829,Delhi,2024-07-19,26-35,Silver
C02830,Bangalore,2025-11-27,26-35,Silver
C02831,Chennai,2025-03-21,36-45,Silver
C02832,Bangalore,2025-09-16,46-60,Platinum
C02833,Bangalore,2025-12-21,36-45,Gold
C02834,Delhi,2026-05-06,26-35,Silver
C02835,Hyderabad,2025-04-16,26-35,Silver
C02836,Delhi,2024-10-16,18-25,Silver
C02837,Hyderabad,2026-04-19,26-35,Platinum
C02838,Mumbai,2024-06-29,46-60,Silver
C02839,Delhi,2026-01-07,26-35,Platinum
C02840,Delhi,2025-02-22,36-45,Silver
C02841,Hyderabad,2025-11-06,46-60,Platinum
C02842,Mumbai,2025-05-16,26-35,Gold
C02843,Chennai,2025-05-17,46-60,Gold
C02844,Bangalore,2025-11-13,36-45,Gold
C02845,Hyderabad,2025-08-06,36-45,Gold
C02846,Mumbai,2025-03-20,46-60,Platinum
C02847,Chennai,2024-09-17,46-60,Silver
C02848,Chennai,2025-06-13,46-60,Silver
C02849,Delhi,2024-09-13,46-60,Platinum
C02850,Hyderabad,2024-11-25,26-35,Gold
C02851,Mumbai,2024-09-20,46-60,Platinum
C02852,Delhi,2026-03-07,36-45,Gold
C02853,Delhi,2026-01-21,36-45,Silver
C02854,Mumbai,2025-06-12,46-60,Silver
C02855,Mumbai,2024-08-23,26-35,Silver
C02856,Mumbai,2025-02-15,36-45,Platinum
C02857,Delhi,2025-03-05,26-35,Gold
C02858,Hyderabad,2026-02-20,26-35,Platinum
C02859,Delhi,2026-05-13,36-45,Silver
C02860,Mumbai,2026-03-22,46-60,Platinum
C02861,Bangalore,2025-11-01,18-25,Silver
C02862,Delhi,2026-02-11,18-25,Gold
C02863,Chennai,2024-07-06,18-25,Gold
C02864,Bangalore,2025-12-02,46-60,Gold
C02865,Mumbai,2026-01-18,18-25,Silver
C02866,Delhi,2024-09-22,46-60,Silver
C02867,Chennai,2026-02-28,26-35,Silver
C02868,Bangalore,2025-05-03,46-60,Silver
C02869,Delhi,2024-09-25,36-45,Gold
C02870,Chennai,2024-10-11,36-45,Silver
C02871,Hyderabad,2024-06-06,46-60,Gold
C02872,Delhi,2025-02-07,36-45,Platinum
C02873,Delhi,2026-01-21,36-45,Gold
C02874,Chennai,2026-03-08,36-45,Gold
C02875,Delhi,2025-11-25,46-60,Silver
C02876,Mumbai,2025-04-11,36-45,Silver
C02877,Bangalore,2025-12-07,46-60,Silver
C02878,Chennai,2024-08-27,26-35,Silver
C02879,Bangalore,2025-12-12,26-35,Silver
C02880,Mumbai,2024-06-04,46-60,Platinum
C02881,Delhi,2024-11-22,18-25,Silver
C02882,Hyderabad,2025-12-25,18-25,Silver
C02883,Mumbai,2026-04-26,26-35,Silver
C02884,Bangalore,2025-12-02,46-60,Platinum
C02885,Bangalore,2025-12-03,26-35,Silver
C02886,Mumbai,2025-01-04,46-60,Silver
C02887,Mumbai,2025-07-26,18-25,Gold
C02888,Hyderabad,2025-09-30,26-35,Silver
C02889,Delhi,2026-02-11,18-25,Gold
C02890,Chennai,2025-07-17,26-35,Gold
C02891,Delhi,2025-12-18,26-35,Silver
C02892,Hyderabad,2024-06-08,36-45,Silver
C02893,Mumbai,2025-06-12,36-45,Silver
C02894,Bangalore,2024-12-25,36-45,Gold
C02895,Bangalore,2024-09-24,46-60,Gold
C02896,Mumbai,2025-01-06,36-45,Silver
C02897,Mumbai,2026-01-04,36-45,Silver
C02898,Bangalore,2024-05-26,36-45,Silver
C02899,Mumbai,2024-09-08,36-45,Gold
C02900,Mumbai,2025-04-26,18-25,Silver
C02901,Hyderabad,2025-01-31,18-25,Silver
C02902,Hyderabad,2026-02-03,46-60,Gold
C02903,Mumbai,2025-07-29,36-45,Silver
C02904,Bangalore,2026-04-02,18-25,Gold
C02905,Bangalore,2026-04-17,18-25,Gold
C02906,Mumbai,2025-12-14,36-45,Gold
C02907,Bangalore,2025-04-22,36-45,Gold
C02908,Mumbai,2026-04-09,46-60,Gold
C02909,Bangalore,2025-10-22,36-45,Platinum
C02910,Chennai,2024-10-28,18-25,Gold
C02911,Chennai,2025-01-12,46-60,Gold
C02912,Delhi,2026-04-07,26-35,Platinum
C02913,Mumbai,2026-01-27,18-25,Platinum
C02914,Hyderabad,2024-06-26,18-25,Silver
C02915,Delhi,2026-01-12,26-35,Silver
C02916,Delhi,2024-08-28,36-45,Silver
C02917,Mumbai,2025-11-26,46-60,Silver
C02918,Delhi,2025-03-14,36-45,Silver
C02919,Mumbai,2025-03-12,36-45,Silver
C02920,Delhi,2024-10-30,26-35,Silver
C02921,Delhi,2026-01-06,18-25,Gold
C02922,Bangalore,2025-07-26,18-25,Silver
C02923,Mumbai,2025-07-28,26-35,Gold
C02924,Bangalore,2026-04-23,26-35,Platinum
C02925,Bangalore,2025-11-06,46-60,Gold
C02926,Chennai,2025-03-13,26-35,Silver
C02927,Chennai,2024-07-31,18-25,Gold
C02928,Chennai,2025-02-01,18-25,Silver
C02929,Bangalore,2026-03-08,36-45,Gold
C02930,Mumbai,2025-11-22,18-25,Gold
C02931,Hyderabad,2024-08-11,46-60,Silver
C02932,Bangalore,2024-07-30,26-35,Silver
C02933,Bangalore,2025-02-28,18-25,Silver
C02934,Bangalore,2025-07-18,26-35,Silver
C02935,Chennai,2024-10-30,36-45,Silver
C02936,Chennai,2025-05-09,46-60,Silver
C02937,Hyderabad,2026-02-08,18-25,Silver
C02938,Delhi,2024-06-21,26-35,Silver
C02939,Hyderabad,2024-09-26,36-45,Gold
C02940,Mumbai,2026-02-12,46-60,Platinum
C02941,Mumbai,2024-07-29,36-45,Platinum
C02942,Mumbai,2025-06-05,46-60,Gold
C02943,Hyderabad,2025-01-13,46-60,Silver
C02944,Chennai,2025-03-11,18-25,Platinum
C02945,Mumbai,2025-01-22,18-25,Gold
C02946,Hyderabad,2024-08-15,36-45,Silver
C02947,Delhi,2026-04-01,26-35,Silver
C02948,Hyderabad,2024-09-12,46-60,Silver
C02949,Hyderabad,2024-07-18,26-35,Silver
C02950,Mumbai,2026-05-06,36-45,Gold
C02951,Delhi,2025-09-26,36-45,Gold
C02952,Chennai,2025-04-29,18-25,Silver
C02953,Chennai,2026-04-07,46-60,Gold
C02954,Hyderabad,2025-03-16,46-60,Silver
C02955,Chennai,2025-12-09,46-60,Gold
C02956,Hyderabad,2024-11-06,26-35,Gold
C02957,Chennai,2026-02-10,46-60,Gold
C02958,Mumbai,2025-08-30,36-45,Silver
C02959,Chennai,2024-06-07,26-35,Silver
C02960,Hyderabad,2025-03-07,36-45,Silver
C02961,Bangalore,2024-12-15,18-25,Gold
C02962,Mumbai,2025-02-10,36-45,Platinum
C02963,Mumbai,2025-11-22,36-45,Silver
C02964,Chennai,2025-10-07,26-35,Gold
C02965,Mumbai,2024-12-21,18-25,Platinum
C02966,Hyderabad,2025-03-11,26-35,Silver
C02967,Mumbai,2025-09-15,26-35,Silver
C02968,Chennai,2025-03-29,26-35,Silver
C02969,Mumbai,2025-07-03,36-45,Gold
C02970,Delhi,2024-05-19,18-25,Platinum
C02971,Delhi,2024-06-11,26-35,Platinum
C02972,Chennai,2025-05-12,18-25,Gold
C02973,Delhi,2026-04-10,26-35,Silver
C02974,Delhi,2024-07-25,36-45,Gold
C02975,Hyderabad,2025-01-23,26-35,Silver
C02976,Mumbai,2025-01-21,26-35,Gold
C02977,Chennai,2026-02-05,46-60,Silver
C02978,Delhi,2024-06-24,26-35,Silver
C02979,Delhi,2026-04-09,36-45,Silver
C02980,Delhi,2025-06-02,46-60,Silver
C02981,Hyderabad,2024-07-13,26-35,Silver
C02982,Mumbai,2026-01-03,36-45,Silver
C02983,Hyderabad,2024-05-29,36-45,Gold
C02984,Delhi,2026-03-28,46-60,Silver
C02985,Delhi,2024-11-02,26-35,Silver
C02986,Chennai,2026-02-19,46-60,Gold
C02987,Bangalore,2024-11-10,18-25,Platinum
C02988,Chennai,2025-04-14,26-35,Gold
C02989,Hyderabad,2025-02-22,46-60,Silver
C02990,Hyderabad,2024-12-24,36-45,Silver
C02991,Bangalore,2025-05-14,26-35,Silver
C02992,Delhi,2025-08-08,36-45,Platinum
C02993,Hyderabad,2025-05-01,26-35,Platinum
C02994,Delhi,2025-08-20,18-25,Gold
C02995,Hyderabad,2026-02-27,26-35,Silver
C02996,Bangalore,2025-03-19,18-25,Silver
C02997,Bangalore,2025-03-29,18-25,Gold
C02998,Delhi,2025-03-14,26-35,Gold
C02999,Mumbai,2026-04-14,46-60,Silver
C03000,Mumbai,2024-09-11,46-60,Silver
C03001,Mumbai,2026-02-13,18-25,Gold
C03002,Hyderabad,2026-04-10,46-60,Silver
C03003,Chennai,2024-12-31,46-60,Silver
C03004,Hyderabad,2026-01-30,36-45,Platinum
C03005,Chennai,2024-10-24,26-35,Silver
C03006,Mumbai,2025-06-02,26-35,Silver
C03007,Mumbai,2026-05-08,36-45,Silver
C03008,Delhi,2026-05-10,46-60,Gold
C03009,Bangalore,2025-03-30,46-60,Platinum
C03010,Bangalore,2026-02-08,36-45,Silver
C03011,Delhi,2026-01-13,36-45,Silver
C03012,Mumbai,2025-09-30,26-35,Silver
C03013,Hyderabad,2025-02-24,46-60,Gold
C03014,Hyderabad,2025-11-06,46-60,Gold
C03015,Chennai,2026-01-19,36-45,Silver
C03016,Bangalore,2024-07-10,36-45,Gold
C03017,Bangalore,2025-04-06,18-25,Silver
C03018,Mumbai,2025-01-19,26-35,Gold
C03019,Mumbai,2025-10-11,26-35,Silver
C03020,Chennai,2025-11-15,26-35,Platinum
