inventory_id,warehouse_id,city,product_id,stock_available,reorder_level
753,W002,Bangalore,P353,730,129
754,W002,Bangalore,P354,198,130
755,W002,Bangalore,P355,643,95
756,W002,Bangalore,P356,613,133
757,W002,Bangalore,P357,699,46
758,W002,Bangalore,P358,901,105
759,W002,Bangalore,P359,497,128
760,W002,Bangalore,P360,745,74
761,W002,Bangalore,P361,378,108
762,W002,Bangalore,P362,677,77
763,W002,Bangalore,P363,805,139
764,W002,Bangalore,P364,970,121
765,W002,Bangalore,P365,191,83
766,W002,Bangalore,P366,627,148
767,W002,Bangalore,P367,318,110
768,W002,Bangalore,P368,919,104
769,W002,Bangalore,P369,492,108
770,W002,Bangalore,P370,847,122
771,W002,Bangalore,P371,678,138
772,W002,Bangalore,P372,219,107
773,W002,Bangalore,P373,322,106
774,W002,Bangalore,P374,843,123
775,W002,Bangalore,P375,716,143
776,W002,Bangalore,P376,183,90
777,W002,Bangalore,P377,751,40
778,W002,Bangalore,P378,710,90
779,W002,Bangalore,P379,719,44
780,W002,Bangalore,P380,113,76
781,W002,Bangalore,P381,456,124
782,W002,Bangalore,P382,913,124
783,W002,Bangalore,P383,692,130
784,W002,Bangalore,P384,770,108
785,W002,Bangalore,P385,148,130
786,W002,Bangalore,P386,894,136
787,W002,Bangalore,P387,823,149
788,W002,Bangalore,P388,558,104
789,W002,Bangalore,P389,797,102
790,W002,Bangalore,P390,577,46
791,W002,Bangalore,P391,820,74
792,W002,Bangalore,P392,418,112
793,W002,Bangalore,P393,710,97
794,W002,Bangalore,P394,196,106
795,W002,Bangalore,P395,389,139
796,W002,Bangalore,P396,860,105
797,W002,Bangalore,P397,557,72
798,W002,Bangalore,P398,843,141
799,W002,Bangalore,P399,118,122
800,W002,Bangalore,P400,141,53
801,W003,Chennai,P001,238,113
802,W003,Chennai,P002,917,138
803,W003,Chennai,P003,373,138
804,W003,Chennai,P004,619,136
805,W003,Chennai,P005,561,52
806,W003,Chennai,P006,517,50
807,W003,Chennai,P007,468,102
808,W003,Chennai,P008,201,79
809,W003,Chennai,P009,94,67
810,W003,Chennai,P010,999,136
811,W003,Chennai,P011,416,113
812,W003,Chennai,P012,450,97
813,W003,Chennai,P013,629,46
814,W003,Chennai,P014,463,48
815,W003,Chennai,P015,927,63
816,W003,Chennai,P016,359,125
817,W003,Chennai,P017,134,114
818,W003,Chennai,P018,387,74
819,W003,Chennai,P019,376,88
820,W003,Chennai,P020,121,97
821,W003,Chennai,P021,196,129
822,W003,Chennai,P022,353,148
823,W003,Chennai,P023,65,54
824,W003,Chennai,P024,890,144
825,W003,Chennai,P025,122,105
826,W003,Chennai,P026,62,74
827,W003,Chennai,P027,288,78
828,W003,Chennai,P028,532,100
829,W003,Chennai,P029,80,93
830,W003,Chennai,P030,458,62
831,W003,Chennai,P031,804,63
832,W003,Chennai,P032,815,106
833,W003,Chennai,P033,197,120
834,W003,Chennai,P034,115,54
835,W003,Chennai,P035,443,124
836,W003,Chennai,P036,509,118
837,W003,Chennai,P037,860,49
838,W003,Chennai,P038,411,78
839,W003,Chennai,P039,212,99
840,W003,Chennai,P040,183,120
841,W003,Chennai,P041,245,111
842,W003,Chennai,P042,286,48
843,W003,Chennai,P043,452,118
844,W003,Chennai,P044,464,111
845,W003,Chennai,P045,170,146
846,W003,Chennai,P046,791,60
847,W003,Chennai,P047,139,50
848,W003,Chennai,P048,636,120
849,W003,Chennai,P049,952,88
850,W003,Chennai,P050,278,88
851,W003,Chennai,P051,271,45
852,W003,Chennai,P052,663,97
853,W003,Chennai,P053,869,96
854,W003,Chennai,P054,124,59
855,W003,Chennai,P055,849,100
856,W003,Chennai,P056,219,148
857,W003,Chennai,P057,878,71
858,W003,Chennai,P058,697,83
859,W003,Chennai,P059,127,55
860,W003,Chennai,P060,511,74
861,W003,Chennai,P061,301,99
862,W003,Chennai,P062,647,119
863,W003,Chennai,P063,797,96
864,W003,Chennai,P064,948,62
865,W003,Chennai,P065,782,45
866,W003,Chennai,P066,297,90
867,W003,Chennai,P067,248,51
868,W003,Chennai,P068,446,70
869,W003,Chennai,P069,142,71
870,W003,Chennai,P070,572,44
871,W003,Chennai,P071,370,43
872,W003,Chennai,P072,782,93
873,W003,Chennai,P073,968,127
874,W003,Chennai,P074,201,104
875,W003,Chennai,P075,648,98
876,W003,Chennai,P076,292,50
877,W003,Chennai,P077,773,55
878,W003,Chennai,P078,751,48
879,W003,Chennai,P079,388,119
880,W003,Chennai,P080,955,55
881,W003,Chennai,P081,767,87
882,W003,Chennai,P082,763,42
883,W003,Chennai,P083,323,115
884,W003,Chennai,P084,789,128
885,W003,Chennai,P085,950,121
886,W003,Chennai,P086,241,77
887,W003,Chennai,P087,737,140
888,W003,Chennai,P088,451,147
889,W003,Chennai,P089,675,54
890,W003,Chennai,P090,272,150
891,W003,Chennai,P091,889,53
892,W003,Chennai,P092,339,123
893,W003,Chennai,P093,1000,120
894,W003,Chennai,P094,941,77
895,W003,Chennai,P095,372,143
896,W003,Chennai,P096,560,120
897,W003,Chennai,P097,766,74
898,W003,Chennai,P098,796,136
899,W003,Chennai,P099,400,54
900,W003,Chennai,P100,874,71
901,W003,Chennai,P101,451,40
902,W003,Chennai,P102,461,90
903,W003,Chennai,P103,571,137
904,W003,Chennai,P104,431,150
905,W003,Chennai,P105,984,84
906,W003,Chennai,P106,74,88
907,W003,Chennai,P107,173,134
908,W003,Chennai,P108,517,133
909,W003,Chennai,P109,133,128
910,W003,Chennai,P110,785,132
911,W003,Chennai,P111,405,122
912,W003,Chennai,P112,295,109
913,W003,Chennai,P113,861,85
914,W003,Chennai,P114,493,50
915,W003,Chennai,P115,123,84
916,W003,Chennai,P116,56,80
917,W003,Chennai,P117,996,143
918,W003,Chennai,P118,373,62
919,W003,Chennai,P119,502,88
920,W003,Chennai,P120,293,40
921,W003,Chennai,P121,638,121
922,W003,Chennai,P122,331,102
923,W003,Chennai,P123,310,142
924,W003,Chennai,P124,847,124
925,W003,Chennai,P125,653,124
926,W003,Chennai,P126,62,60
927,W003,Chennai,P127,733,143
928,W003,Chennai,P128,287,98
929,W003,Chennai,P129,527,96
930,W003,Chennai,P130,564,129
931,W003,Chennai,P131,771,141
932,W003,Chennai,P132,822,107
933,W003,Chennai,P133,314,123
934,W003,Chennai,P134,631,86
935,W003,Chennai,P135,972,141
936,W003,Chennai,P136,768,120
937,W003,Chennai,P137,79,40
938,W003,Chennai,P138,994,111
939,W003,Chennai,P139,521,136
940,W003,Chennai,P140,639,46
941,W003,Chennai,P141,780,128
942,W003,Chennai,P142,688,56
943,W003,Chennai,P143,330,112
944,W003,Chennai,P144,261,73
945,W003,Chennai,P145,692,91
946,W003,Chennai,P146,562,70
947,W003,Chennai,P147,298,99
948,W003,Chennai,P148,483,131
949,W003,Chennai,P149,506,47
950,W003,Chennai,P150,363,42
951,W003,Chennai,P151,518,143
952,W003,Chennai,P152,819,75
953,W003,Chennai,P153,830,108
954,W003,Chennai,P154,73,129
955,W003,Chennai,P155,922,87
956,W003,Chennai,P156,251,90
957,W003,Chennai,P157,586,116
958,W003,Chennai,P158,191,140
959,W003,Chennai,P159,508,65
960,W003,Chennai,P160,638,73
961,W003,Chennai,P161,95,150
962,W003,Chennai,P162,401,134
963,W003,Chennai,P163,831,140
964,W003,Chennai,P164,61,84
965,W003,Chennai,P165,227,63
966,W003,Chennai,P166,368,139
967,W003,Chennai,P167,953,51
968,W003,Chennai,P168,410,76
969,W003,Chennai,P169,867,131
970,W003,Chennai,P170,351,41
971,W003,Chennai,P171,101,46
972,W003,Chennai,P172,696,55
973,W003,Chennai,P173,733,120
974,W003,Chennai,P174,280,75
975,W003,Chennai,P175,731,113
976,W003,Chennai,P176,684,145
977,W003,Chennai,P177,429,111
978,W003,Chennai,P178,175,57
979,W003,Chennai,P179,604,45
980,W003,Chennai,P180,83,43
981,W003,Chennai,P181,828,91
982,W003,Chennai,P182,726,43
983,W003,Chennai,P183,383,40
984,W003,Chennai,P184,998,124
985,W003,Chennai,P185,429,114
986,W003,Chennai,P186,815,45
987,W003,Chennai,P187,322,89
988,W003,Chennai,P188,126,123
989,W003,Chennai,P189,485,88
990,W003,Chennai,P190,552,122
991,W003,Chennai,P191,451,78
992,W003,Chennai,P192,556,40
993,W003,Chennai,P193,830,145
994,W003,Chennai,P194,241,93
995,W003,Chennai,P195,328,110
996,W003,Chennai,P196,905,77
997,W003,Chennai,P197,275,78
998,W003,Chennai,P198,136,65
999,W003,Chennai,P199,388,107
1000,W003,Chennai,P200,227,135
1001,W003,Chennai,P201,990,133
1002,W003,Chennai,P202,579,115
1003,W003,Chennai,P203,800,82
1004,W003,Chennai,P204,554,45
1005,W003,Chennai,P205,853,94
1006,W003,Chennai,P206,351,101
1007,W003,Chennai,P207,752,123
1008,W003,Chennai,P208,273,141
1009,W003,Chennai,P209,978,87
1010,W003,Chennai,P210,718,59
1011,W003,Chennai,P211,223,113
1012,W003,Chennai,P212,970,122
1013,W003,Chennai,P213,294,53
1014,W003,Chennai,P214,367,134
1015,W003,Chennai,P215,166,86
1016,W003,Chennai,P216,902,99
1017,W003,Chennai,P217,332,120
1018,W003,Chennai,P218,394,49
1019,W003,Chennai,P219,560,109
1020,W003,Chennai,P220,303,121
1021,W003,Chennai,P221,137,90
1022,W003,Chennai,P222,67,53
1023,W003,Chennai,P223,934,45
1024,W003,Chennai,P224,883,119
1025,W003,Chennai,P225,159,55
1026,W003,Chennai,P226,80,91
1027,W003,Chennai,P227,652,61
1028,W003,Chennai,P228,568,115
1029,W003,Chennai,P229,895,150
1030,W003,Chennai,P230,458,67
1031,W003,Chennai,P231,926,77
1032,W003,Chennai,P232,842,72
1033,W003,Chennai,P233,656,99
1034,W003,Chennai,P234,128,61
1035,W003,Chennai,P235,332,105
1036,W003,Chennai,P236,112,128
1037,W003,Chennai,P237,310,62
1038,W003,Chennai,P238,535,146
1039,W003,Chennai,P239,120,112
1040,W003,Chennai,P240,629,53
1041,W003,Chennai,P241,483,127
1042,W003,Chennai,P242,146,101
1043,W003,Chennai,P243,271,45
1044,W003,Chennai,P244,438,123
1045,W003,Chennai,P245,580,66
1046,W003,Chennai,P246,82,42
1047,W003,Chennai,P247,139,83
1048,W003,Chennai,P248,687,92
1049,W003,Chennai,P249,758,117
1050,W003,Chennai,P250,467,80
1051,W003,Chennai,P251,888,121
1052,W003,Chennai,P252,211,106
1053,W003,Chennai,P253,722,51
1054,W003,Chennai,P254,684,139
1055,W003,Chennai,P255,202,68
1056,W003,Chennai,P256,948,134
1057,W003,Chennai,P257,806,82
1058,W003,Chennai,P258,229,126
1059,W003,Chennai,P259,171,60
1060,W003,Chennai,P260,317,98
1061,W003,Chennai,P261,574,86
1062,W003,Chennai,P262,191,62
1063,W003,Chennai,P263,809,120
1064,W003,Chennai,P264,938,99
1065,W003,Chennai,P265,460,41
1066,W003,Chennai,P266,438,117
1067,W003,Chennai,P267,687,90
1068,W003,Chennai,P268,795,113
1069,W003,Chennai,P269,924,107
1070,W003,Chennai,P270,609,135
1071,W003,Chennai,P271,753,63
1072,W003,Chennai,P272,830,42
1073,W003,Chennai,P273,70,126
1074,W003,Chennai,P274,925,79
1075,W003,Chennai,P275,557,89
1076,W003,Chennai,P276,990,44
1077,W003,Chennai,P277,785,111
1078,W003,Chennai,P278,556,68
1079,W003,Chennai,P279,398,105
1080,W003,Chennai,P280,88,105
1081,W003,Chennai,P281,314,66
1082,W003,Chennai,P282,527,110
1083,W003,Chennai,P283,501,102
1084,W003,Chennai,P284,832,114
1085,W003,Chennai,P285,878,76
1086,W003,Chennai,P286,866,150
1087,W003,Chennai,P287,230,112
1088,W003,Chennai,P288,474,76
1089,W003,Chennai,P289,491,107
1090,W003,Chennai,P290,196,82
1091,W003,Chennai,P291,846,54
1092,W003,Chennai,P292,514,146
1093,W003,Chennai,P293,65,145
1094,W003,Chennai,P294,795,80
1095,W003,Chennai,P295,881,91
1096,W003,Chennai,P296,377,100
1097,W003,Chennai,P297,563,94
1098,W003,Chennai,P298,480,91
1099,W003,Chennai,P299,151,61
1100,W003,Chennai,P300,220,108
1101,W003,Chennai,P301,233,54
1102,W003,Chennai,P302,259,112
1103,W003,Chennai,P303,763,58
1104,W003,Chennai,P304,169,89
1105,W003,Chennai,P305,62,64
1106,W003,Chennai,P306,575,120
1107,W003,Chennai,P307,388,146
1108,W003,Chennai,P308,869,149
1109,W003,Chennai,P309,269,94
1110,W003,Chennai,P310,729,142
1111,W003,Chennai,P311,268,68
1112,W003,Chennai,P312,124,87
1113,W003,Chennai,P313,602,111
1114,W003,Chennai,P314,446,90
1115,W003,Chennai,P315,915,69
1116,W003,Chennai,P316,515,137
1117,W003,Chennai,P317,545,48
1118,W003,Chennai,P318,769,64
1119,W003,Chennai,P319,860,53
1120,W003,Chennai,P320,407,108
1121,W003,Chennai,P321,402,132
1122,W003,Chennai,P322,598,143
1123,W003,Chennai,P323,920,117
1124,W003,Chennai,P324,493,58
1125,W003,Chennai,P325,892,96
1126,W003,Chennai,P326,630,74
1127,W003,Chennai,P327,543,108
1128,W003,Chennai,P328,711,63
1129,W003,Chennai,P329,334,63
1130,W003,Chennai,P330,507,127
1131,W003,Chennai,P331,924,67
1132,W003,Chennai,P332,814,41
1133,W003,Chennai,P333,344,126
1134,W003,Chennai,P334,189,149
1135,W003,Chennai,P335,716,96
1136,W003,Chennai,P336,740,149
1137,W003,Chennai,P337,508,107
1138,W003,Chennai,P338,707,70
1139,W003,Chennai,P339,859,103
1140,W003,Chennai,P340,536,103
1141,W003,Chennai,P341,137,59
1142,W003,Chennai,P342,583,94
1143,W003,Chennai,P343,186,48
1144,W003,Chennai,P344,107,106
1145,W003,Chennai,P345,404,125
1146,W003,Chennai,P346,550,115
1147,W003,Chennai,P347,203,108
1148,W003,Chennai,P348,824,90
1149,W003,Chennai,P349,695,78
1150,W003,Chennai,P350,766,115
1151,W003,Chennai,P351,426,48
1152,W003,Chennai,P352,818,110
1153,W003,Chennai,P353,643,102
1154,W003,Chennai,P354,959,103
1155,W003,Chennai,P355,258,143
1156,W003,Chennai,P356,437,93
1157,W003,Chennai,P357,381,71
1158,W003,Chennai,P358,449,56
1159,W003,Chennai,P359,730,70
1160,W003,Chennai,P360,377,116
1161,W003,Chennai,P361,843,69
1162,W003,Chennai,P362,962,65
1163,W003,Chennai,P363,152,84
1164,W003,Chennai,P364,265,54
1165,W003,Chennai,P365,536,78
1166,W003,Chennai,P366,825,149
1167,W003,Chennai,P367,730,50
1168,W003,Chennai,P368,702,58
1169,W003,Chennai,P369,543,114
1170,W003,Chennai,P370,553,96
1171,W003,Chennai,P371,478,144
1172,W003,Chennai,P372,56,86
1173,W003,Chennai,P373,623,139
1174,W003,Chennai,P374,985,127
1175,W003,Chennai,P375,576,134
1176,W003,Chennai,P376,555,78
1177,W003,Chennai,P377,316,112
1178,W003,Chennai,P378,764,58
1179,W003,Chennai,P379,668,102
1180,W003,Chennai,P380,53,102
1181,W003,Chennai,P381,50,106
1182,W003,Chennai,P382,664,115
1183,W003,Chennai,P383,313,42
1184,W003,Chennai,P384,980,51
1185,W003,Chennai,P385,714,46
1186,W003,Chennai,P386,809,46
1187,W003,Chennai,P387,926,70
1188,W003,Chennai,P388,628,115
1189,W003,Chennai,P389,823,86
1190,W003,Chennai,P390,438,112
1191,W003,Chennai,P391,668,127
1192,W003,Chennai,P392,186,112
1193,W003,Chennai,P393,542,130
1194,W003,Chennai,P394,922,148
1195,W003,Chennai,P395,541,125
1196,W003,Chennai,P396,644,61
1197,W003,Chennai,P397,851,49
1198,W003,Chennai,P398,481,141
1199,W003,Chennai,P399,225,42
1200,W003,Chennai,P400,655,41
1201,W004,Mumbai,P001,405,74
1202,W004,Mumbai,P002,219,124
1203,W004,Mumbai,P003,601,50
1204,W004,Mumbai,P004,537,98
1205,W004,Mumbai,P005,942,130
1206,W004,Mumbai,P006,663,103
1207,W004,Mumbai,P007,929,101
1208,W004,Mumbai,P008,991,130
1209,W004,Mumbai,P009,275,61
1210,W004,Mumbai,P010,751,124
1211,W004,Mumbai,P011,339,61
1212,W004,Mumbai,P012,108,59
1213,W004,Mumbai,P013,856,101
1214,W004,Mumbai,P014,75,56
1215,W004,Mumbai,P015,601,56
1216,W004,Mumbai,P016,305,124
1217,W004,Mumbai,P017,532,146
1218,W004,Mumbai,P018,490,129
1219,W004,Mumbai,P019,690,52
1220,W004,Mumbai,P020,203,85
1221,W004,Mumbai,P021,71,66
1222,W004,Mumbai,P022,528,131
1223,W004,Mumbai,P023,940,140
1224,W004,Mumbai,P024,884,60
1225,W004,Mumbai,P025,597,64
1226,W004,Mumbai,P026,460,58
1227,W004,Mumbai,P027,871,66
1228,W004,Mumbai,P028,151,125
1229,W004,Mumbai,P029,288,81
1230,W004,Mumbai,P030,824,85
1231,W004,Mumbai,P031,708,55
1232,W004,Mumbai,P032,489,138
1233,W004,Mumbai,P033,232,147
1234,W004,Mumbai,P034,270,58
1235,W004,Mumbai,P035,262,123
1236,W004,Mumbai,P036,72,75
1237,W004,Mumbai,P037,498,102
1238,W004,Mumbai,P038,605,46
1239,W004,Mumbai,P039,924,45
1240,W004,Mumbai,P040,166,138
1241,W004,Mumbai,P041,472,52
1242,W004,Mumbai,P042,256,76
1243,W004,Mumbai,P043,717,87
1244,W004,Mumbai,P044,241,87
1245,W004,Mumbai,P045,91,81
1246,W004,Mumbai,P046,98,100
1247,W004,Mumbai,P047,117,55
1248,W004,Mumbai,P048,546,130
1249,W004,Mumbai,P049,168,144
1250,W004,Mumbai,P050,371,54
1251,W004,Mumbai,P051,595,54
1252,W004,Mumbai,P052,293,113
1253,W004,Mumbai,P053,634,93
1254,W004,Mumbai,P054,424,100
1255,W004,Mumbai,P055,579,64
1256,W004,Mumbai,P056,795,62
1257,W004,Mumbai,P057,297,66
1258,W004,Mumbai,P058,482,125
1259,W004,Mumbai,P059,875,115
1260,W004,Mumbai,P060,508,74
1261,W004,Mumbai,P061,736,64
1262,W004,Mumbai,P062,417,100
1263,W004,Mumbai,P063,462,60
1264,W004,Mumbai,P064,632,76
1265,W004,Mumbai,P065,203,45
1266,W004,Mumbai,P066,137,51
1267,W004,Mumbai,P067,103,107
1268,W004,Mumbai,P068,475,107
1269,W004,Mumbai,P069,78,134
1270,W004,Mumbai,P070,475,65
1271,W004,Mumbai,P071,623,139
1272,W004,Mumbai,P072,300,89
1273,W004,Mumbai,P073,296,141
1274,W004,Mumbai,P074,252,64
1275,W004,Mumbai,P075,389,67
1276,W004,Mumbai,P076,882,146
1277,W004,Mumbai,P077,811,41
1278,W004,Mumbai,P078,579,134
1279,W004,Mumbai,P079,787,64
1280,W004,Mumbai,P080,292,104
1281,W004,Mumbai,P081,739,141
1282,W004,Mumbai,P082,336,123
1283,W004,Mumbai,P083,85,102
1284,W004,Mumbai,P084,633,117
1285,W004,Mumbai,P085,781,58
1286,W004,Mumbai,P086,602,44
1287,W004,Mumbai,P087,525,85
1288,W004,Mumbai,P088,343,88
1289,W004,Mumbai,P089,431,67
1290,W004,Mumbai,P090,101,57
1291,W004,Mumbai,P091,116,95
1292,W004,Mumbai,P092,540,126
1293,W004,Mumbai,P093,826,66
1294,W004,Mumbai,P094,100,48
1295,W004,Mumbai,P095,573,67
1296,W004,Mumbai,P096,604,112
1297,W004,Mumbai,P097,984,57
1298,W004,Mumbai,P098,791,62
1299,W004,Mumbai,P099,237,135
1300,W004,Mumbai,P100,324,41
1301,W004,Mumbai,P101,585,95
1302,W004,Mumbai,P102,186,138
1303,W004,Mumbai,P103,463,52
1304,W004,Mumbai,P104,62,61
1305,W004,Mumbai,P105,828,111
1306,W004,Mumbai,P106,646,129
1307,W004,Mumbai,P107,219,108
1308,W004,Mumbai,P108,702,80
1309,W004,Mumbai,P109,730,93
1310,W004,Mumbai,P110,685,56
1311,W004,Mumbai,P111,275,41
1312,W004,Mumbai,P112,782,147
1313,W004,Mumbai,P113,699,89
1314,W004,Mumbai,P114,584,55
1315,W004,Mumbai,P115,796,141
1316,W004,Mumbai,P116,895,99
1317,W004,Mumbai,P117,570,131
1318,W004,Mumbai,P118,524,75
1319,W004,Mumbai,P119,706,54
1320,W004,Mumbai,P120,376,135
1321,W004,Mumbai,P121,824,72
1322,W004,Mumbai,P122,961,124
1323,W004,Mumbai,P123,552,143
1324,W004,Mumbai,P124,717,135
1325,W004,Mumbai,P125,698,55
1326,W004,Mumbai,P126,619,69
1327,W004,Mumbai,P127,120,102
1328,W004,Mumbai,P128,428,71
1329,W004,Mumbai,P129,925,88
1330,W004,Mumbai,P130,373,86
1331,W004,Mumbai,P131,378,144
1332,W004,Mumbai,P132,495,49
1333,W004,Mumbai,P133,537,82
1334,W004,Mumbai,P134,788,79
1335,W004,Mumbai,P135,737,121
1336,W004,Mumbai,P136,73,73
1337,W004,Mumbai,P137,641,75
1338,W004,Mumbai,P138,880,85
1339,W004,Mumbai,P139,620,130
1340,W004,Mumbai,P140,793,77
1341,W004,Mumbai,P141,201,72
1342,W004,Mumbai,P142,752,114
1343,W004,Mumbai,P143,609,134
1344,W004,Mumbai,P144,542,144
1345,W004,Mumbai,P145,836,138
1346,W004,Mumbai,P146,140,115
1347,W004,Mumbai,P147,266,67
1348,W004,Mumbai,P148,908,118
1349,W004,Mumbai,P149,246,84
1350,W004,Mumbai,P150,619,59
1351,W004,Mumbai,P151,309,65
1352,W004,Mumbai,P152,183,142
1353,W004,Mumbai,P153,924,57
1354,W004,Mumbai,P154,687,51
1355,W004,Mumbai,P155,293,47
1356,W004,Mumbai,P156,534,136
1357,W004,Mumbai,P157,517,101
1358,W004,Mumbai,P158,954,81
1359,W004,Mumbai,P159,578,64
1360,W004,Mumbai,P160,812,127
1361,W004,Mumbai,P161,239,66
1362,W004,Mumbai,P162,588,147
1363,W004,Mumbai,P163,881,51
1364,W004,Mumbai,P164,917,85
1365,W004,Mumbai,P165,832,73
1366,W004,Mumbai,P166,530,115
1367,W004,Mumbai,P167,893,96
1368,W004,Mumbai,P168,720,64
1369,W004,Mumbai,P169,76,99
1370,W004,Mumbai,P170,50,92
1371,W004,Mumbai,P171,245,44
1372,W004,Mumbai,P172,419,62
1373,W004,Mumbai,P173,820,53
1374,W004,Mumbai,P174,331,101
1375,W004,Mumbai,P175,573,41
1376,W004,Mumbai,P176,410,96
1377,W004,Mumbai,P177,597,83
1378,W004,Mumbai,P178,813,131
1379,W004,Mumbai,P179,419,99
1380,W004,Mumbai,P180,714,137
1381,W004,Mumbai,P181,561,146
1382,W004,Mumbai,P182,421,74
1383,W004,Mumbai,P183,523,42
1384,W004,Mumbai,P184,945,86
1385,W004,Mumbai,P185,703,141
1386,W004,Mumbai,P186,211,109
1387,W004,Mumbai,P187,430,120
1388,W004,Mumbai,P188,580,121
1389,W004,Mumbai,P189,177,80
1390,W004,Mumbai,P190,841,99
1391,W004,Mumbai,P191,856,82
1392,W004,Mumbai,P192,805,118
1393,W004,Mumbai,P193,585,46
1394,W004,Mumbai,P194,595,144
1395,W004,Mumbai,P195,60,57
1396,W004,Mumbai,P196,818,129
1397,W004,Mumbai,P197,770,100
1398,W004,Mumbai,P198,903,118
1399,W004,Mumbai,P199,55,132
1400,W004,Mumbai,P200,991,54
1401,W004,Mumbai,P201,726,132
1402,W004,Mumbai,P202,650,134
1403,W004,Mumbai,P203,698,61
1404,W004,Mumbai,P204,498,97
1405,W004,Mumbai,P205,55,144
1406,W004,Mumbai,P206,691,41
1407,W004,Mumbai,P207,654,100
1408,W004,Mumbai,P208,463,116
1409,W004,Mumbai,P209,216,122
1410,W004,Mumbai,P210,395,97
1411,W004,Mumbai,P211,320,96
1412,W004,Mumbai,P212,862,150
1413,W004,Mumbai,P213,123,98
1414,W004,Mumbai,P214,244,149
1415,W004,Mumbai,P215,274,111
1416,W004,Mumbai,P216,94,118
1417,W004,Mumbai,P217,75,41
1418,W004,Mumbai,P218,163,51
1419,W004,Mumbai,P219,664,129
1420,W004,Mumbai,P220,373,118
1421,W004,Mumbai,P221,87,52
1422,W004,Mumbai,P222,535,111
1423,W004,Mumbai,P223,421,121
1424,W004,Mumbai,P224,209,56
1425,W004,Mumbai,P225,678,86
1426,W004,Mumbai,P226,241,102
1427,W004,Mumbai,P227,354,54
1428,W004,Mumbai,P228,873,57
1429,W004,Mumbai,P229,145,146
1430,W004,Mumbai,P230,822,111
1431,W004,Mumbai,P231,605,66
1432,W004,Mumbai,P232,559,71
1433,W004,Mumbai,P233,227,92
1434,W004,Mumbai,P234,367,137
1435,W004,Mumbai,P235,240,40
1436,W004,Mumbai,P236,526,102
1437,W004,Mumbai,P237,717,122
1438,W004,Mumbai,P238,646,76
1439,W004,Mumbai,P239,844,47
1440,W004,Mumbai,P240,258,56
1441,W004,Mumbai,P241,705,79
1442,W004,Mumbai,P242,604,81
1443,W004,Mumbai,P243,565,53
1444,W004,Mumbai,P244,869,48
1445,W004,Mumbai,P245,822,98
1446,W004,Mumbai,P246,85,136
1447,W004,Mumbai,P247,145,91
1448,W004,Mumbai,P248,112,127
1449,W004,Mumbai,P249,311,112
1450,W004,Mumbai,P250,812,48
1451,W004,Mumbai,P251,185,109
1452,W004,Mumbai,P252,735,77
1453,W004,Mumbai,P253,827,139
1454,W004,Mumbai,P254,270,108
1455,W004,Mumbai,P255,542,142
1456,W004,Mumbai,P256,614,134
1457,W004,Mumbai,P257,914,105
1458,W004,Mumbai,P258,404,49
1459,W004,Mumbai,P259,983,66
1460,W004,Mumbai,P260,772,124
1461,W004,Mumbai,P261,608,107
1462,W004,Mumbai,P262,931,44
1463,W004,Mumbai,P263,589,150
1464,W004,Mumbai,P264,462,62
1465,W004,Mumbai,P265,749,72
1466,W004,Mumbai,P266,827,70
1467,W004,Mumbai,P267,680,58
1468,W004,Mumbai,P268,742,120
1469,W004,Mumbai,P269,435,62
1470,W004,Mumbai,P270,249,107
1471,W004,Mumbai,P271,703,117
1472,W004,Mumbai,P272,716,137
1473,W004,Mumbai,P273,921,88
1474,W004,Mumbai,P274,522,121
1475,W004,Mumbai,P275,166,70
1476,W004,Mumbai,P276,149,136
1477,W004,Mumbai,P277,209,109
1478,W004,Mumbai,P278,375,57
1479,W004,Mumbai,P279,387,83
1480,W004,Mumbai,P280,232,53
1481,W004,Mumbai,P281,201,47
1482,W004,Mumbai,P282,118,108
1483,W004,Mumbai,P283,73,48
1484,W004,Mumbai,P284,770,65
1485,W004,Mumbai,P285,618,144
1486,W004,Mumbai,P286,447,57
1487,W004,Mumbai,P287,307,124
1488,W004,Mumbai,P288,395,143
1489,W004,Mumbai,P289,794,139
1490,W004,Mumbai,P290,867,141
1491,W004,Mumbai,P291,749,90
1492,W004,Mumbai,P292,848,44
1493,W004,Mumbai,P293,906,119
1494,W004,Mumbai,P294,690,60
1495,W004,Mumbai,P295,509,56
1496,W004,Mumbai,P296,696,80
1497,W004,Mumbai,P297,681,121
1498,W004,Mumbai,P298,154,86
1499,W004,Mumbai,P299,113,129
1500,W004,Mumbai,P300,178,131
1501,W004,Mumbai,P301,739,131
1502,W004,Mumbai,P302,795,100
1503,W004,Mumbai,P303,598,121
1504,W004,Mumbai,P304,513,91
1505,W004,Mumbai,P305,477,146
1506,W004,Mumbai,P306,566,99
1507,W004,Mumbai,P307,989,73
1508,W004,Mumbai,P308,884,133
1509,W004,Mumbai,P309,863,53
1510,W004,Mumbai,P310,352,96
1511,W004,Mumbai,P311,919,145
1512,W004,Mumbai,P312,646,45
1513,W004,Mumbai,P313,165,146
1514,W004,Mumbai,P314,144,146
1515,W004,Mumbai,P315,525,52
1516,W004,Mumbai,P316,439,66
1517,W004,Mumbai,P317,770,40
1518,W004,Mumbai,P318,388,47
1519,W004,Mumbai,P319,245,48
1520,W004,Mumbai,P320,716,44
1521,W004,Mumbai,P321,980,123
